price,Locality,Area,Possession Status,Furnishing Status,Number of Rooms,Number of Bathroom,Number of Parking,View /Facing,Floor No.,Additional Rooms,Age of Property (Years),Total Floor Count,clustering
81.0,Kompally,1620.0,Under Construction,Unfurnished,3,3,1,East,18.0,Extra Room,0-1,15.0,low
54.0,Chandanagar,1150.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
79.84,Ameenpur,1615.0,Under Construction,Unfurnished,3,3,1,East,4.0,Pooja Room,0-1,5.0,low
130.0,Kokapet,1750.0,Under Construction,Unfurnished,3,3,2,North,18.0,Extra Room,0-1,20.0,low
89.65,Kompally,1630.0,Under Construction,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,10.0,low
140.0,Gundlapochampalli,2237.1499999999996,Under Construction,Unfurnished,3,3,2,South East,1.0,Pooja Room,0-1,1.0,high
70.0,Dattatreya Nagar,1200.0,Ready To Move,Unfurnished,2,2,1,North East,2.0,Extra Room,5-7,4.0,premium
140.0,Nanakramguda,1581.0,Under Construction,Unfurnished,3,3,1,East,3.0,Pooja Room,8-10,5.0,low
70.0,Uppal,1940.0,Under Construction,Unfurnished,3,3,1,East,5.0,Pooja Room,0-1,10.0,high
50.73,Sadashivpet,1450.0,Under Construction,Unfurnished,2,2,1,East,18.0,Pooja Room,0-1,20.0,low
127.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,5.0,Pooja Room,0-1,20.0,high
54.5,Ameenpur,1145.0,Ready To Move,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
66.0,Miyapur,1250.0,Under Construction,Unfurnished,2,2,1,North East,4.0,Pooja Room,2-4,10.0,premium
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North West,3.0,Pooja Room,0-1,1.0,high
90.0,Manikonda,1510.0,Ready To Move,Semi-Furnished,3,3,2,East,3.0,Pooja Room,0-1,6.0,low
127.0,Bachupally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,5.0,Pooja Room,0-1,15.0,high
71.0,Kondapur,1050.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,8.0,premium
117.0,Bachupally,2237.1499999999996,Under Construction,Semi-Furnished,3,3,2,East,8.0,Pooja Room,0-1,15.0,high
67.0,Mehdipatnam,1420.0,Ready To Move,Unfurnished,2,2,2,East,4.0,Study Room,2-4,9.0,low
105.0,Medak Road,2237.1499999999996,Ready To Move,Unfurnished,4,3,1,East,2.0,"Study Room,Extra Room",0-1,8.0,high
29.8,Medchal,1065.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
53.08,Pragathi Nagar,1180.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
62.68,Miyapur,1140.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,6.0,premium
79.0,Madhapur,1145.0,Ready To Move,Unfurnished,2,2,1,East,3.0,"Pooja Room,Servant Room",0-1,5.0,premium
72.03,Pragathi Nagar,1275.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,7.0,premium
40.0,Boduppal,1325.0,Under Construction,Unfurnished,3,3,1,West,1.0,Pooja Room,0-1,10.0,premium
34.06,Bacharam,1136.0,Under Construction,Unfurnished,2,2,2,North West,4.0,Pooja Room,0-1,5.0,premium
37.0,BhongirI-Warangal Highway,1000.0,Ready To Move,Unfurnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
63.73,Gopanpally,1821.0,Under Construction,Unfurnished,3,3,1,East,4.0,"Pooja Room,Study Room",0-1,20.0,low
140.0,Banjara Hills,1556.0,Under Construction,Unfurnished,4,2,1,East,2.0,Extra Room,0-1,5.0,low
35.23,Bacharam,1175.0,Under Construction,Unfurnished,2,2,1,North East,4.0,Pooja Room,0-1,5.0,premium
45.0,Velmala,1250.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
104.0,Manikonda,1500.0,Ready To Move,Unfurnished,3,2,1,North,2.0,"Pooja Room,Study Room",0-1,5.0,low
65.0,Bachupally,1160.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
54.0,Ameenpur,1150.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
65.0,Boduppal,1501.0,Ready To Move,Furnished,3,3,2,East,1.0,"Pooja Room,Extra Room",10+,2.0,low
33.73,Bacharam,1125.0,Under Construction,Unfurnished,2,2,2,North East,3.0,Pooja Room,0-1,5.0,premium
49.5,Bachupally,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,Study Room,0-1,5.0,premium
51.6,Bachupally,1259.0,Ready To Move,Semi-Furnished,2,2,1,East,9.0,Pooja Room,0-1,20.0,premium
89.0,Bachupally,1950.0,Under Construction,Unfurnished,3,3,2,East,18.0,Pooja Room,0-1,15.0,high
95.0,Tellapur,1450.0,Ready To Move,Furnished,2,2,1,East,8.0,Study Room,0-1,9.0,low
95.0,Bachupally,1500.0,Ready To Move,Semi-Furnished,3,3,2,East,5.0,Pooja Room,2-4,3.0,low
54.16,Bhongiri Warangal Highway,1260.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
74.62,Miyapur,1148.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
140.0,Kondapur,1683.0,Under Construction,Unfurnished,3,3,1,East,1.0,Pooja Room,0-1,5.0,low
140.0,Financial District,1356.0,Under Construction,Unfurnished,2,2,1,West,2.0,Pooja Room,0-1,5.0,low
85.0,Tellapur,1450.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,13.0,low
79.0,Hafeezpet,1370.0,Under Construction,Unfurnished,2,2,1,West,2.0,Pooja Room,0-1,6.0,low
70.44,Bachupally,1174.0,Under Construction,Unfurnished,2,2,1,North East,6.0,Pooja Room,2-4,10.0,premium
36.4,Kollur,1040.0,Under Construction,Unfurnished,2,2,1,East,6.0,Pooja Room,0-1,20.0,premium
53.0,Ameenpur,1150.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
68.0,Attapur,1200.0,Under Construction,Unfurnished,2,2,1,East,6.0,Study Room,2-4,9.0,premium
49.0,Boduppal,1350.0,Under Construction,Unfurnished,3,3,1,West,1.0,Pooja Room,0-1,10.0,low
34.48,Bacharam,1150.0,Under Construction,Unfurnished,2,2,2,South,1.0,Pooja Room,0-1,5.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,North,1.0,Pooja Room,2-4,5.0,low
122.0,Kompally,2045.0,Under Construction,Unfurnished,3,3,2,North West,2.0,Pooja Room,0-1,20.0,high
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,South East,1.0,Pooja Room,0-1,1.0,high
45.8,Gundlapochampalli,1145.0,Ready To Move,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
45.8,Gundlapochampalli,1145.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
41.8,Krishna Reddy Pet,1100.0,Ready To Move,Unfurnished,2,3,2,East,5.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
38.0,Medak Road,1200.0,Ready To Move,Unfurnished,2,2,1,East,2.0,"Study Room,Extra Room",0-1,5.0,premium
36.0,Bhanur,1440.0,Under Construction,Unfurnished,2,2,1,West,5.0,Pooja Room,0-1,15.0,low
53.5,Ameenpur,1145.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
34.48,Bacharam,1150.0,Under Construction,Unfurnished,2,2,2,North East,2.0,Pooja Room,0-1,5.0,premium
60.0,Boduppal,1101.0,Ready To Move,Furnished,2,2,2,West,3.0,Extra Room,0-1,4.0,premium
140.0,Yapral,2237.1499999999996,Ready To Move,Unfurnished,3,4,1,East,18.0,Pooja Room,0-1,20.0,high
54.05,Ameenpur,1175.0,Ready To Move,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room",0-1,5.0,premium
34.48,Bacharam,1150.0,Under Construction,Unfurnished,2,2,2,East,3.0,Pooja Room,0-1,5.0,premium
62.0,Tellapur,1050.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,10.0,premium
70.5,A S Rao Nagar,1250.0,Ready To Move,Unfurnished,3,2,1,East,3.0,"Study Room,Extra Room",2-4,6.0,premium
32.98,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,North East,4.0,Pooja Room,0-1,5.0,premium
57.73,Erragadda,1155.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,10.0,premium
111.00000000000001,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,1,East,5.0,Pooja Room,0-1,8.0,high
54.5,Ameenpur,1149.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
89.68,Bachupally,1950.0,Under Construction,Unfurnished,3,3,1,East,5.0,Pooja Room,0-1,15.0,high
50.62,Bachupally,1125.0,Under Construction,Unfurnished,2,2,1,East,7.0,Study Room,0-1,5.0,premium
32.98,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,4.0,Pooja Room,0-1,5.0,premium
51.63,Bachupally,1260.0,Ready To Move,Semi-Furnished,2,2,1,East,9.0,Pooja Room,0-1,20.0,premium
68.42,Tellapur,1291.0,Under Construction,Unfurnished,2,2,1,Park Facing,2.0,Pooja Room,0-1,9.0,premium
68.0,Attapur,1200.0,Under Construction,Unfurnished,2,2,1,East,4.0,Study Room,0-1,8.0,premium
79.0,Ameenpur,1545.0,Under Construction,Unfurnished,3,3,2,East,5.0,Pooja Room,0-1,5.0,low
106.0,Miyapur,1640.0,Under Construction,Unfurnished,3,3,2,East,6.0,Pooja Room,0-1,6.0,low
62.7,Miyapur,1140.0,Ready To Move,Semi-Furnished,2,2,2,East,3.0,Pooja Room,0-1,5.0,premium
34.48,Bacharam,1150.0,Under Construction,Unfurnished,2,2,2,East,3.0,Pooja Room,0-1,5.0,premium
43.74,Ramanthapur,1215.0,Under Construction,Unfurnished,2,2,1,West,1.0,Pooja Room,0-1,10.0,premium
34.48,Bacharam,1150.0,Under Construction,Unfurnished,2,2,2,East,4.0,Pooja Room,0-1,2.0,premium
140.0,Banjara Hills,1700.0,Under Construction,Furnished,3,2,1,East,18.0,Servant Room,0-1,6.0,low
34.48,Medchal,1150.0,Under Construction,Unfurnished,2,2,1,East,6.0,Pooja Room,0-1,5.0,premium
42.0,Krishna Reddy Pet,1100.0,Ready To Move,Unfurnished,2,2,3,East,4.0,"Pooja Room,Study Room,Extra Room",2-4,9.0,premium
133.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,3.0,Pooja Room,0-1,20.0,high
79.5,Ameenpur,1610.0,Under Construction,Unfurnished,3,3,1,East,5.0,Pooja Room,0-1,5.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,North,4.0,Pooja Room,2-4,5.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,2-4,5.0,low
42.72,Gundlapochampalli,1068.0,Ready To Move,Unfurnished,2,2,1,North West,1.0,Pooja Room,0-1,5.0,premium
75.68,Erragadda,1514.0,Under Construction,Unfurnished,3,3,2,East,5.0,Pooja Room,0-1,10.0,low
70.0,Tellapur,1400.0,Under Construction,Unfurnished,2,2,1,East,8.0,Pooja Room,0-1,8.0,low
29.3,Shamirpet,1127.0,Under Construction,Unfurnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
48.0,Boduppal,1325.0,Under Construction,Unfurnished,3,3,1,West,1.0,Pooja Room,0-1,10.0,premium
80.0,Bachupally,1110.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,2-4,12.0,premium
140.0,Banjara Hills,2237.1499999999996,Under Construction,Unfurnished,4,3,2,North,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,high
27.0,Medchal,1065.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,10.0,premium
32.0,Kollur,1145.0,Under Construction,Unfurnished,2,2,2,North East,5.0,Extra Room,2-4,9.0,premium
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,1.0,Pooja Room,0-1,1.0,high
81.0,Rajendra Nagar,1800.0,Ready To Move,Semi-Furnished,4,2,2,East,3.0,Study Room,0-1,5.0,low
89.68,Bachupally,1950.0,Under Construction,Semi-Furnished,3,3,1,East,5.0,Pooja Room,2-4,15.0,high
75.0,A S Rao Nagar,1436.0,Ready To Move,Furnished,3,3,1,East,3.0,Study Room,10+,5.0,low
140.0,Saidabad,2237.1499999999996,Ready To Move,Semi-Furnished,3,3,2,North,2.0,Pooja Room,0-1,5.0,high
32.98,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,North East,3.0,Study Room,0-1,5.0,premium
37.0,Bhongiri Warangal Highway,1000.0,Ready To Move,Unfurnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
31.05,Bacharam,1150.0,Under Construction,Unfurnished,2,2,1,North West,5.0,Pooja Room,2-4,5.0,premium
35.0,Bowenpally,1000.0,Ready To Move,Semi-Furnished,3,3,2,East,5.0,Pooja Room,2-4,7.0,premium
58.0,Boduppal,1594.0,Under Construction,Unfurnished,3,3,1,West,2.0,Pooja Room,0-1,10.0,low
35.0,Bowenpally,1000.0,Ready To Move,Semi-Furnished,3,3,2,East,5.0,Pooja Room,2-4,7.0,premium
21.75,Bacharam,1450.0,Under Construction,Unfurnished,3,2,1,North,5.0,Pooja Room,2-4,5.0,low
140.0,Banjara Hills,1450.0,Under Construction,Unfurnished,4,2,2,West,2.0,Extra Room,0-1,5.0,low
25.0,Yadagirigutta,1240.0,Under Construction,Unfurnished,2,2,1,East,7.0,Pooja Room,0-1,12.0,premium
87.0,Mehdipatnam,1400.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Study Room,2-4,8.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,South,2.0,Pooja Room,2-4,5.0,low
76.78,Velmala,1745.0,Under Construction,Unfurnished,3,3,2,East,18.0,Pooja Room,0-1,15.0,low
32.98,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,North West,4.0,Pooja Room,0-1,5.0,premium
61.0,Bahadurpally,1153.0,Ready To Move,Unfurnished,2,3,2,North,1.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,6.0,premium
37.0,BhongirI-Warangal Highway,1000.0,Ready To Move,Unfurnished,2,2,1,West,3.0,Pooja Room,0-1,5.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,low
113.99999999999999,Manikonda,1830.0,Ready To Move,Furnished,3,3,2,West,2.0,Pooja Room,5-7,8.0,high
33.35,Bacharam,1150.0,Under Construction,Unfurnished,2,2,2,South,5.0,Pooja Room,0-1,5.0,premium
45.0,Boduppal,1226.0,Under Construction,Unfurnished,2,2,1,West,1.0,Pooja Room,0-1,10.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,South,3.0,Pooja Room,2-4,5.0,low
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,North East,3.0,Pooja Room,2-4,5.0,low
41.0,Krishna Reddy Pet,1100.0,Ready To Move,Unfurnished,2,2,3,West,4.0,"Pooja Room,Study Room,Extra Room",2-4,11.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,North,3.0,Pooja Room,2-4,5.0,low
140.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,West,1.0,Pooja Room,0-1,1.0,high
35.0,Srisailam Highway,1200.0,Under Construction,Semi-Furnished,3,2,1,Park Facing,4.0,Pooja Room,0-1,5.0,premium
60.0,Srinivasa Nagar,1250.0,Ready To Move,Semi-Furnished,2,2,1,East,3.0,Servant Room,5-7,5.0,premium
42.46,Bowrampet,1180.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,0-1,9.0,premium
140.0,Alkapoor,2237.1499999999996,Ready To Move,Semi-Furnished,3,3,1,North,5.0,"Pooja Room,Extra Room",2-4,5.0,high
41.0,Dammaiguda,1000.0,Ready To Move,Semi-Furnished,2,2,2,East,4.0,Pooja Room,5-7,5.0,premium
32.98,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,4.0,Pooja Room,0-1,5.0,premium
62.7,Miyapur,1140.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,6.0,premium
59.8,B N Reddy Nagar,1150.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
113.99999999999999,Manikonda,1830.0,Ready To Move,Furnished,3,3,2,West,2.0,Study Room,5-7,5.0,high
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,5.0,low
35.0,Tukkuguda,1350.0,Under Construction,Unfurnished,2,2,2,North,2.0,Extra Room,0-1,10.0,low
75.0,Ameenpur,1200.0,Under Construction,Unfurnished,2,2,1,East,2.0,Study Room,0-1,4.0,premium
36.0,Uppal,993.0,Under Construction,Unfurnished,2,2,1,West,1.0,Pooja Room,0-1,10.0,premium
74.58,Bachupally,1356.0,Under Construction,Unfurnished,3,3,1,East,3.0,Pooja Room,0-1,5.0,low
35.0,Bhongiri Warangal Highway,1000.0,Ready To Move,Unfurnished,2,2,1,West,4.0,Pooja Room,0-1,5.0,premium
37.78,Tellapur,1260.0,Under Construction,Unfurnished,3,3,1,East,9.0,Pooja Room,0-1,15.0,premium
62.0,Sanjeeva Reddy Nagar,1200.0,Ready To Move,Semi-Furnished,2,2,1,West,3.0,"Pooja Room,Study Room",10+,5.0,premium
31.9,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,4.0,Pooja Room,0-1,5.0,premium
80.0,Kondapur,1250.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
120.0,Bowenpally,1200.0,Ready To Move,Unfurnished,3,2,1,East,2.0,"Pooja Room,Study Room",0-1,6.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,2-4,5.0,low
132.0,Kompally,2237.1499999999996,Under Construction,Unfurnished,3,3,2,North West,1.0,Pooja Room,0-1,1.0,high
70.0,Kadthal,1100.0,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,2-4,5.0,premium
81.4,Velmala,1850.0,Under Construction,Unfurnished,3,3,2,East,18.0,Pooja Room,0-1,15.0,high
50.0,Patancheru Shankarpalli Road,1200.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,20.0,premium
60.7,Ameenpur,1320.0,Under Construction,Unfurnished,3,2,1,East,3.0,Pooja Room,0-1,5.0,premium
80.62,Tellapur,2237.1499999999996,Under Construction,Unfurnished,3,3,2,East,18.0,"Pooja Room,Study Room",0-1,20.0,high
55.0,Kollur,1250.0,Under Construction,Unfurnished,2,2,1,East,9.0,"Pooja Room,Servant Room,Study Room,Extra Room",0-1,15.0,premium
63.8,Bachupally,1160.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,5.0,premium
52.35,Shamshabad,1350.0,Ready To Move,Unfurnished,2,2,1,East,1.0,Extra Room,2-4,5.0,low
50.0,Gandi Maisamma,1250.0,Under Construction,Unfurnished,2,2,1,East,3.0,"Pooja Room,Study Room",0-1,5.0,premium
58.0,Velmala,1450.0,Under Construction,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,1.0,low
63.8,Bachupally,1160.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
55.0,Uppal,1526.0,Under Construction,Unfurnished,2,2,1,West,1.0,Pooja Room,0-1,10.0,low
56.0,Hafeezpet,1000.0,Ready To Move,Unfurnished,3,3,1,East,3.0,Study Room,0-1,7.0,premium
36.15,Adibatla,1130.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
51.0,Kollur,1700.0,Under Construction,Unfurnished,3,3,1,East,3.0,Pooja Room,2-4,8.0,low
26.0,Medchal,1065.0,Under Construction,Unfurnished,2,2,2,East,18.0,Pooja Room,0-1,5.0,premium
78.64,Manikonda,1356.0,Ready To Move,Unfurnished,3,3,1,North,18.0,Servant Room,0-1,5.0,low
25.0,Rudraram,2237.1499999999996,Ready To Move,Semi-Furnished,2,2,1,East,5.0,Pooja Room,2-4,6.0,high
46.0,Velmala,1250.0,Under Construction,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,5.0,premium
95.0,Tellapur,1450.0,Ready To Move,Semi-Furnished,2,2,1,North,6.0,Study Room,0-1,9.0,low
76.5,Boduppal,2237.1499999999996,Under Construction,Unfurnished,3,3,1,East,2.0,Pooja Room,0-1,10.0,high
140.0,Kokapet,2237.1499999999996,Ready To Move,Semi-Furnished,3,4,2,West,18.0,"Pooja Room,Servant Room,Study Room",0-1,20.0,high
112.00000000000001,Gachibowli,1600.0,Ready To Move,Semi-Furnished,3,3,1,North,4.0,Pooja Room,2-4,8.0,low
31.9,Bacharam,1100.0,Under Construction,Unfurnished,2,2,2,East,3.0,Pooja Room,0-1,5.0,premium
105.0,Gachibowli,1400.0,Ready To Move,Unfurnished,3,3,1,West,7.0,"Pooja Room,Study Room",0-1,20.0,low
74.09,Kondapur,1235.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
63.0,Adibatla,1500.0,Ready To Move,Furnished,2,2,1,South East,3.0,"Study Room,Extra Room",2-4,4.0,low
64.0,Kondapur,1300.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,5.0,premium
140.0,Banjara Hills,1932.0,Under Construction,Unfurnished,3,3,2,East,2.0,"Pooja Room,Study Room",0-1,5.0,high
87.73,Bachupally,1950.0,Under Construction,Unfurnished,3,3,2,East,2.0,Pooja Room,0-1,15.0,high
51.0,Dundigal,1250.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
65.0,Beeramguda,1250.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
100.0,Nacharam,1400.0,Ready To Move,Furnished,2,2,2,East,1.0,"Pooja Room,Study Room",2-4,4.0,low
40.0,Uppal Kalan,1200.0,Under Construction,Unfurnished,2,2,2,East,2.0,Pooja Room,0-1,5.0,premium
95.0,Adibatla,1900.0,Ready To Move,Furnished,2,2,1,North,3.0,Pooja Room,0-1,2.0,high
26.0,Medchal,1065.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,2-4,5.0,premium
26.0,Medchal,1065.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,2-4,5.0,premium
71.06,Velmala,1615.0,Under Construction,Unfurnished,3,3,2,West,18.0,Pooja Room,0-1,15.0,low
51.75,Chandanagar,1150.0,Ready To Move,Semi-Furnished,2,2,1,East,6.0,Pooja Room,0-1,9.0,premium
75.0,Sun City,1500.0,Under Construction,Unfurnished,3,3,2,East,5.0,Pooja Room,2-4,5.0,low
48.6,Uppal,1350.0,Under Construction,Unfurnished,3,3,1,East,1.0,Pooja Room,0-1,10.0,low
65.0,Mehdipatnam,1000.0,Ready To Move,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,3.0,premium
85.0,Bachupally,1353.0,Ready To Move,Semi-Furnished,3,3,2,East,8.0,Pooja Room,2-4,13.0,low
27.5,Medchal,1100.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,7.0,premium
90.0,Moula Ali,1989.0,Ready To Move,Semi-Furnished,3,2,1,South West,7.0,Extra Room,2-4,15.0,high
68.0,Pragathi Nagar,1207.0,Under Construction,Unfurnished,3,2,1,West,5.0,Pooja Room,0-1,9.0,premium
79.0,Chanda Nagar,1610.0,Under Construction,Unfurnished,3,3,2,East,4.0,Pooja Room,0-1,5.0,low
50.0,Bandlaguda Jagir,1130.0,Ready To Move,Furnished,2,2,1,West,4.0,Pooja Room,5-7,5.0,premium
76.0,Kondapur,1180.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,7.0,premium
48.14,Ghatkesar,1120.0,Under Construction,Unfurnished,2,2,1,East,2.0,Pooja Room,0-1,10.0,premium
75.0,Patancheru,1650.0,Ready To Move,Unfurnished,2,2,1,South East,1.0,Pooja Room,0-1,4.0,low
82.53,Langar House,1000.0,Ready To Move,Unfurnished,3,2,1,East,2.0,Pooja Room,2-4,5.0,premium
47.0,Shamirpet,1350.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,7.0,low
82.0,Balapur,1250.0,Ready To Move,Unfurnished,3,2,1,East,2.0,"Study Room,Extra Room",0-1,6.0,premium
54.0,Nacharam,1502.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,10.0,low
52.0,Bachupally,1300.0,Under Construction,Unfurnished,2,2,1,Golf Course,6.0,"Pooja Room,Study Room,Extra Room",0-1,7.0,premium
53.0,Pocharam,1340.0,Ready To Move,Unfurnished,3,2,1,East,3.0,Extra Room,0-1,7.0,low
109.00000000000001,Kondapur,1525.0,Ready To Move,Unfurnished,3,3,1,East,18.0,Pooja Room,0-1,12.0,low
80.0,Tukkuguda,2237.1499999999996,Ready To Move,Semi-Furnished,2,2,2,East,2.0,Pooja Room,0-1,12.0,high
140.0,Nizampet,1000.0,Ready To Move,Unfurnished,3,3,2,East,3.0,Pooja Room,5-7,3.0,premium
42.4,Kompally,1285.0,Under Construction,Unfurnished,2,2,1,East,5.0,Extra Room,0-1,12.0,premium
44.06,Bhongiri Warangal Highway,1160.0,Under Construction,Unfurnished,2,2,1,East,1.0,Pooja Room,0-1,5.0,premium
80.0,Moula Ali,1845.0,Ready To Move,Unfurnished,3,2,1,North,5.0,Extra Room,2-4,20.0,high
108.0,Kondapur,1500.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,0-1,8.0,low
30.0,Adibatla,1200.0,Ready To Move,Unfurnished,2,1,1,South,2.0,Pooja Room,2-4,4.0,premium
68.68,Chandanagar,1145.0,Ready To Move,Unfurnished,2,2,1,East,4.0,Pooja Room,0-1,2.0,premium
47.88,Bowrampet,1140.0,Under Construction,Unfurnished,2,2,1,East,2.0,Study Room,0-1,4.0,premium
35.2,Adibatla,1100.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Study Room,Extra Room",0-1,5.0,premium
73.95,Manikonda,1275.0,Ready To Move,Unfurnished,3,3,1,North,18.0,Servant Room,0-1,5.0,premium
39.15,Bacharam,1450.0,Under Construction,Unfurnished,2,2,1,East,3.0,Pooja Room,2-4,5.0,low
45.5,Kompally,1145.0,Ready To Move,Unfurnished,2,2,1,East,5.0,Pooja Room,0-1,1.0,premium
54.0,Gajularamaram,1125.0,Under Construction,Furnished,2,2,1,East,2.0,Study Room,0-1,20.0,premium
70.0,Patancheru,1600.0,Ready To Move,Unfurnished,3,2,1,East,3.0,Pooja Room,0-1,5.0,low
48.0,Bala Nagar,1918.0,Under Construction,Unfurnished,3,3,1,West,8.0,Pooja Room,0-1,10.0,high
60.0,Adibatla,1500.0,Ready To Move,Furnished,2,2,1,South West,3.0,Pooja Room,2-4,2.0,low
37.5,Velmala,1250.0,Under Construction,Unfurnished,2,2,1,East,2.0,"Pooja Room,Study Room,Extra Room",0-1,5.0,premium
140.0,Hitech City,1750.0,Ready To Move,Unfurnished,3,2,2,East,1.0,Pooja Room,0-1,3.0,low
